,brand,province,city,area,name,address,lat,lng,Type,id
0,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
1,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
2,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
3,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
4,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
5,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
6,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
7,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
8,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
9,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
10,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
11,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
12,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
13,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
14,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
15,LaBatite,湖北省,武汉市,汉阳区,La Batite,汉阳区二环线与龙阳湖北路交叉口西北100米,30.558762,114.207960,购物服务;购物相关场所;购物相关场所,B0FFFX7WV6
16,LaBatite,湖北省,武汉市,东西湖区,LABatite,东西湖区永旺梦乐城A120,30.649443,114.237888,购物服务;购物相关场所;购物相关场所,B0FFGTASRB
